城市,房屋面积,楼层,月租
贵阳,59.19,3,1100
贵阳,76,2,2480
贵阳,84.25,2,2300
贵阳,105,1,2000
贵阳,90,1,1400
贵阳,114,3,1700
贵阳,127,3,1500
贵阳,35,1,1100
贵阳,60,2,980
贵阳,72,2,2100
贵阳,97,2,2000
贵阳,165,2,3500
贵阳,212,2,4300
贵阳,94,3,1300
贵阳,700,1,28000
贵阳,77,2,1500
贵阳,75,3,1200
贵阳,127,3,2500
贵阳,110.15,2,2400
贵阳,77,3,1800
贵阳,150,1,3500
贵阳,68,2,1600
贵阳,42,3,1700
贵阳,168,3,5500
贵阳,111,2,1800
贵阳,99,2,2000
贵阳,200,3,5000
贵阳,77,2,2500
贵阳,40,2,1200
贵阳,68,1,1600
贵阳,270,3,13500
贵阳,203,2,4500
贵阳,90,1,2000
贵阳,222.3,1,6700
贵阳,250,3,6250
贵阳,80,2,1300
贵阳,140,2,1800
贵阳,81,2,2300
贵阳,116,2,2900
贵阳,81.37,3,1500
贵阳,134,2,2800
贵阳,73.5,3,1500
贵阳,96,3,1000
贵阳,109,2,1900
贵阳,95,2,2500
贵阳,128,3,3200
贵阳,81.07,2,1900
贵阳,99,3,2500
贵阳,60,2,1400
贵阳,144.03,2,4100
贵阳,74.5,2,1900
贵阳,123,1,2200
贵阳,45,3,600
贵阳,69.99,3,900
贵阳,90,2,2100
贵阳,118,1,2100
贵阳,152.51,1,2700
贵阳,88,2,2000
贵阳,23,2,300
贵阳,110,3,3200
贵阳,77,3,1800
贵阳,185,2,4800
贵阳,140,2,2000
贵阳,90,1,2300
贵阳,139.18,3,2800
贵阳,23.78,3,350
贵阳,85,2,1000
贵阳,109,3,1200
贵阳,132,1,2400
贵阳,137,1,18000
贵阳,65.8,1,1300
贵阳,89,3,2800
贵阳,124,1,2200
贵阳,110,1,1800
贵阳,40.3,1,1300
贵阳,88,3,2300
贵阳,123,3,3000
贵阳,98,2,1600
贵阳,200,1,14000
贵阳,112,1,1600
贵阳,200,1,14000
贵阳,150,1,3200
贵阳,78,2,1400
贵阳,42,1,6300
贵阳,128,2,1500
贵阳,58,3,1300
贵阳,100,2,10000
贵阳,90,1,1300
贵阳,92.83,3,1300
贵阳,135,3,1800
贵阳,160,1,2200
贵阳,128,1,2300
贵阳,75,3,1200
贵阳,53,2,2500
贵阳,85,1,1500
贵阳,144,1,4000
贵阳,107,2,1900
贵阳,135,1,2000
贵阳,77,3,1650
贵阳,90,3,2300
贵阳,107,3,1700
贵阳,77,2,1800
贵阳,132.16,3,500
贵阳,50,3,800
贵阳,106,2,3200
贵阳,65,2,1700
贵阳,143,1,3000
贵阳,123,1,3000
贵阳,91,1,2300
贵阳,170,3,2000
贵阳,48,1,1400
贵阳,13,3,1000
贵阳,100,1,2600
贵阳,117,1,2700
贵阳,85,3,1200
贵阳,1613.16,2,121000
贵阳,142,3,3000
贵阳,138,3,2600
贵阳,300,1,11000
贵阳,153.53,1,2500
贵阳,149,2,1000
贵阳,90,1,1500
贵阳,120,3,3000
贵阳,140,3,1800
贵阳,220,2,4000
贵阳,41,1,3000
贵阳,35,3,4500
贵阳,98,1,2600
贵阳,139.34,1,1600
贵阳,160,2,1500
贵阳,132,3,4000
贵阳,131,3,2500
贵阳,104,1,2000
贵阳,1289.5,2,61800
贵阳,47,1,2700
贵阳,55,3,1000
贵阳,150,1,15000
贵阳,133,1,4800
贵阳,76,1,1300
贵阳,133,1,2500
贵阳,87.6,1,2300
贵阳,120,1,2800
贵阳,90,2,1000
贵阳,106.61,3,3100
贵阳,53,2,500
贵阳,154,2,3900
贵阳,190,1,4000
贵阳,85,3,1600
贵阳,154,2,4500
贵阳,85.72,1,1000
贵阳,174,2,3000
贵阳,50,2,1300
贵阳,43.87,1,5000
贵阳,133,2,2800
贵阳,65,3,1000
贵阳,130,3,1500
贵阳,156,3,11000
贵阳,66,1,1800
贵阳,120,2,1200
贵阳,116,2,2500
贵阳,124,2,2500
贵阳,143,2,2500
贵阳,110,3,2500
贵阳,90,1,2600
贵阳,50,1,1200
贵阳,253,2,7590
贵阳,125,3,2600
贵阳,165,2,2300
贵阳,80,3,600
贵阳,298,3,17880
贵阳,116,2,2000
贵阳,125,1,3000
贵阳,101,2,2500
贵阳,43,2,1500
贵阳,72,3,1500
贵阳,130,1,2500
贵阳,26,3,1200
贵阳,71,2,600
贵阳,89,3,1800
贵阳,80,3,1300
贵阳,90,3,900
贵阳,81,3,1680
贵阳,129.99,3,2000
贵阳,50,2,1600
贵阳,90,3,2100
贵阳,45,1,1500
贵阳,130.11,3,2000
贵阳,99,2,2600
贵阳,115,1,1200
贵阳,73.48,2,2590
贵阳,56.85,2,2000
贵阳,108,2,1800
贵阳,60,3,1600
贵阳,53,2,1200
贵阳,95,2,5000
贵阳,90,2,2800
贵阳,73,2,800
贵阳,46,3,2300
贵阳,118,2,2600
贵阳,50,3,1700
贵阳,56,3,1500
贵阳,98.7,3,1500
贵阳,70.89,1,1200
贵阳,109,1,4000
贵阳,65,3,1400
贵阳,47,2,1400
贵阳,90.95,3,1300
贵阳,65,2,1700
贵阳,80,2,2500
贵阳,117,1,2000
贵阳,64.71,1,1300
贵阳,105,2,2800
贵阳,86,2,3000
贵阳,80,2,1600
贵阳,90,2,1800
贵阳,73,3,1000
贵阳,96,1,1900
贵阳,123,2,8300
贵阳,146,1,7000
贵阳,53,1,2000
贵阳,90,3,2200
贵阳,89,1,2600
贵阳,114,3,2000
贵阳,42,2,1500
贵阳,89.61,3,1800
贵阳,97,3,1900
贵阳,94,3,2100
贵阳,110,1,2600
贵阳,71,3,1700
贵阳,102,2,2600
贵阳,100,1,1600
贵阳,119.86,1,2500
贵阳,1084,1,42000
贵阳,135,1,1000
贵阳,1524,3,83820
贵阳,78,2,1500
贵阳,65,1,1700
贵阳,135,3,1600
贵阳,135,3,1600
贵阳,51,1,1800
贵阳,67,2,1300
贵阳,19,1,2300
贵阳,106,3,1500
贵阳,47,3,1500
贵阳,150,2,2800
贵阳,37,3,1000
贵阳,100,2,3200
贵阳,50,2,1200
贵阳,133,1,2800
贵阳,55,1,1500
贵阳,47,3,1500
贵阳,277,3,5000
贵阳,124,2,3200
贵阳,48,2,500
贵阳,85,1,2000
贵阳,120.6,2,2200
贵阳,199,1,5000
贵阳,65,3,1600
贵阳,90,3,1800
贵阳,82.12,1,1800
贵阳,43,3,700
贵阳,98.52,1,3500
贵阳,110,2,2900
贵阳,60,1,2100
贵阳,117,2,2000
贵阳,58.32,2,1900
贵阳,60,1,1600
贵阳,115,1,3000
贵阳,139,1,3500
贵阳,126,1,2600
贵阳,142,2,2500
贵阳,138,3,2300
贵阳,68,1,1600
贵阳,127,1,2600
贵阳,86.18,1,2700
贵阳,58,3,800
贵阳,80,1,2300
贵阳,128,3,3500
贵阳,199,1,4000
贵阳,130,3,1200
贵阳,114,2,2200
贵阳,131,2,2200
贵阳,83,1,2000
贵阳,110,3,2800
贵阳,135,1,2500
贵阳,116,3,1600
贵阳,95,2,1800
贵阳,111,3,2800
贵阳,104,2,3500
贵阳,82,3,1200
贵阳,89,1,2600
贵阳,50,2,1500
贵阳,125,2,3000
贵阳,160,2,1800
贵阳,65,2,2200
贵阳,167.75,3,3000
贵阳,45,2,1300
贵阳,67,2,2800
贵阳,45,2,1400
贵阳,101,2,2200
贵阳,105,2,2200
贵阳,70,2,1308
贵阳,114.35,1,2800
贵阳,91,3,1200
贵阳,141.52,2,2800
贵阳,200,1,3700
贵阳,106,1,1500
贵阳,38,1,1500
贵阳,86,1,1600
贵阳,70,3,1100
贵阳,40,2,1000
贵阳,70,2,1200
贵阳,128.7,2,2600
贵阳,85,1,1800
贵阳,126,2,2800
贵阳,87,2,2600
贵阳,136.14,2,1800
贵阳,130,2,4500
贵阳,70,2,2000
贵阳,112,1,1900
贵阳,57,1,1000
贵阳,130.89,1,2300
贵阳,88,3,2400
贵阳,95.46,2,3300
贵阳,267,2,5000
贵阳,130,2,2500
贵阳,97.14,2,1200
贵阳,120.45,2,3000
贵阳,69.82,3,1600
贵阳,86,2,2400
贵阳,120,2,2500
贵阳,70,1,1200
贵阳,58.8,3,850
贵阳,87.23,1,2200
贵阳,93,2,2100
贵阳,104,2,1000
贵阳,79,2,2000
贵阳,192,3,2500
贵阳,110,2,2600
贵阳,40,3,1500
贵阳,36,1,1000
贵阳,50,3,1600
贵阳,60,2,1600
贵阳,130,3,2000
贵阳,110,1,2200
贵阳,130,2,2500
贵阳,205,2,6000
贵阳,60,2,1650
贵阳,45,1,1500
贵阳,45,1,1500
贵阳,67,3,1600
贵阳,76,1,1700
贵阳,202,1,2200
贵阳,123,2,2200
贵阳,59,1,1400
贵阳,61,1,1200
贵阳,126,2,2100
贵阳,45,1,2300
贵阳,45,1,1500
贵阳,60,1,1000
贵阳,48,2,1600
贵阳,115.42,3,2800
贵阳,88,3,1800
贵阳,118,1,7600
贵阳,240,3,2000
贵阳,58.04,2,1000
贵阳,84.42,3,1200
贵阳,460,3,20000
贵阳,91,2,2000
贵阳,138,3,1500
贵阳,50,2,2000
贵阳,91.3,2,2300
贵阳,80,2,1300
贵阳,80,3,800
贵阳,103,2,1400
贵阳,129,2,3500
贵阳,230,1,15000
贵阳,90,2,1900
贵阳,107,2,1900
贵阳,89,3,1500
贵阳,156,3,3000
贵阳,169,3,6000
贵阳,130,3,1400
贵阳,45,1,1550
贵阳,100,1,1480
贵阳,120,2,1700
贵阳,140,3,1800
贵阳,92,3,2300
贵阳,45,1,1800
贵阳,41,2,1100
贵阳,150,3,1000
贵阳,116,2,2600
贵阳,70,2,1800
贵阳,300,3,6000
贵阳,90,3,500
贵阳,80,3,1600
贵阳,78,1,1200
贵阳,62,3,1100
贵阳,72,2,1300
贵阳,509,1,23000
贵阳,113,3,1600
贵阳,75,1,1400
贵阳,530,1,17000
贵阳,170,3,1800
贵阳,106,1,2400
贵阳,122,1,2200
贵阳,40,3,1800
贵阳,89.71,2,2000
贵阳,95,3,1400
贵阳,120,3,2300
贵阳,552.47,1,30385
贵阳,552,3,30360
贵阳,170,2,7000
贵阳,220,2,9500
贵阳,93,3,1500
贵阳,120,3,2800
贵阳,100,3,2200
贵阳,310,2,10000
贵阳,158,1,5000
贵阳,112,1,1300
贵阳,75,2,2100
贵阳,104,2,1500
贵阳,122,3,5000
贵阳,140,3,4200
贵阳,700,3,56000
贵阳,107,1,2500
贵阳,600,3,19000
贵阳,101,2,2000
贵阳,70,2,900
贵阳,132,3,9900
贵阳,104,2,2300
贵阳,97.02,1,2000
贵阳,128,3,2300
贵阳,45,2,1300
贵阳,89,1,1300
贵阳,28,3,950
贵阳,62,1,1500
贵阳,40,2,1600
贵阳,139,2,2300
贵阳,48,2,1400
贵阳,68,2,1100
贵阳,88,3,1500
贵阳,45,3,1200
贵阳,131,3,1000
贵阳,104,3,2700
贵阳,174,2,3500
贵阳,90,1,1300
贵阳,40,3,600
贵阳,55,1,1400
贵阳,107,1,1800
贵阳,140,2,2000
贵阳,60,2,1500
贵阳,115,1,2200
贵阳,85,2,2100
贵阳,80,2,1100
贵阳,96,3,2400
贵阳,120,2,1700
贵阳,110,2,2400
贵阳,40,1,1100
贵阳,49,3,1200
贵阳,176,2,2500
贵阳,71.38,3,1200
贵阳,70,1,1300
贵阳,45,1,1600
贵阳,70,1,800
贵阳,103,2,2200
贵阳,65.5,2,1500
贵阳,116,1,4000
贵阳,100,2,2500
贵阳,95,1,3000
贵阳,142,1,2000
贵阳,43.29,2,1700
贵阳,139,1,3000
贵阳,110,1,2700
贵阳,34,3,1500
贵阳,50,3,1600
贵阳,121,1,1600
贵阳,189,1,6500
贵阳,60.7,2,1500
贵阳,110,2,1500
贵阳,44,2,600
贵阳,100,2,4000
贵阳,60,3,1500
贵阳,61,2,1100
贵阳,98.98,3,900
贵阳,42.5,2,2000
贵阳,71,1,1700
贵阳,70,2,1000
贵阳,140,3,2300
贵阳,42.5,2,2000
贵阳,122,2,2400
贵阳,127.8,2,2300
贵阳,112,1,1100
贵阳,280,3,10000
贵阳,106.85,2,2500
贵阳,69,3,600
贵阳,41,3,1500
贵阳,98.47,1,2400
贵阳,146,3,4800
贵阳,53,3,700
贵阳,50,2,800
贵阳,75,2,1300
贵阳,119.83,1,4300
贵阳,108,1,2600
贵阳,121,3,2100
贵阳,298.4,3,9500
贵阳,122.9,3,3000
贵阳,139,3,2300
贵阳,92,3,2500
贵阳,110,3,2600
贵阳,60,1,3000
贵阳,98,2,2600
贵阳,132,2,1300
贵阳,52,1,1600
贵阳,42.8,1,1200
贵阳,120.45,3,3300
贵阳,100,1,2000
贵阳,60,3,800
贵阳,118,3,3000
贵阳,110,3,8000
贵阳,166,1,4000
贵阳,428,1,11000
贵阳,83.36,2,1800
贵阳,140,3,2200
贵阳,55,3,1000
贵阳,60,3,1400
贵阳,100,3,2900
贵阳,145.52,1,5000
贵阳,66,3,2200
贵阳,95,3,7100
贵阳,130,3,1600
贵阳,107,3,1200
贵阳,45,3,1500
贵阳,135,1,3500
贵阳,69,1,1300
贵阳,71.89,2,1200
贵阳,81,3,2400
贵阳,77.65,3,1300
贵阳,105,1,1800
贵阳,120,2,7200
贵阳,91,2,2300
贵阳,115,1,1600
贵阳,73,3,1500
贵阳,99.72,2,1300
贵阳,37,2,1300
贵阳,98,2,3200
贵阳,93,2,2600
贵阳,80,2,1800
贵阳,110,1,2700
贵阳,64,1,1700
贵阳,68,2,1500
贵阳,119,1,2700
贵阳,145.62,3,2500
贵阳,90,3,2100
贵阳,154,3,3200
贵阳,127,3,3000
贵阳,45,2,1100
贵阳,37.9,2,1900
贵阳,98,1,2500
贵阳,158,1,2500
贵阳,95,2,2200
贵阳,90,1,1600
贵阳,108,2,1300
贵阳,170,1,6800
贵阳,48,1,1400
贵阳,117,3,2600
贵阳,116,1,2400
贵阳,72.82,3,1900
贵阳,113.95,3,3000
贵阳,101,1,1900
贵阳,95,3,2000
贵阳,137,3,2800
贵阳,67,1,1500
贵阳,109,3,1800
贵阳,114.13,2,1800
贵阳,142,1,3500
贵阳,120,2,2300
贵阳,88,3,2200
贵阳,108,2,1300
贵阳,77,1,1300
贵阳,161.5,2,3600
贵阳,136,2,1500
贵阳,109,1,2000
贵阳,80,3,1200
贵阳,45,2,2000
贵阳,230,1,7000
贵阳,140,2,1800
贵阳,180,3,1800
贵阳,122,1,2300
贵阳,151.48,1,6300
贵阳,685,1,10800
贵阳,116,3,2500
贵阳,99,1,3000
贵阳,110,1,2900
贵阳,65,2,1200
贵阳,111,1,2200
贵阳,53,3,1100
贵阳,91,3,2700
贵阳,88,2,2000
贵阳,77,2,1600
贵阳,125,1,2300
贵阳,100,1,1200
贵阳,120,2,1400
贵阳,79,3,2300
贵阳,365.42,3,10000
贵阳,85,2,2600
贵阳,172,1,3000
贵阳,120,3,1200
贵阳,100,2,1900
贵阳,126,1,2200
贵阳,137,3,1800
贵阳,104,1,2100
贵阳,80,3,1500
贵阳,146,2,2100
贵阳,105,2,2200
贵阳,113,3,2300
贵阳,126,1,4700
贵阳,42,1,1500
贵阳,40,2,1300
贵阳,42,2,1500
贵阳,92,2,1800
贵阳,89,1,1400
贵阳,60,1,1000
贵阳,99.97,1,2800
贵阳,45,1,1400
贵阳,93,2,2000
贵阳,119,1,2000
贵阳,300,3,7200
贵阳,133,2,2500
贵阳,39,1,1500
贵阳,117,2,2800
贵阳,52,3,1600
贵阳,72,3,1780
贵阳,200.63,3,2500
贵阳,202,3,3500
贵阳,85,2,2700
贵阳,60,3,1600
贵阳,145,3,2400
贵阳,130,2,2800
贵阳,200,2,5400
贵阳,77,2,1700
贵阳,76,3,1700
贵阳,63,2,2000
贵阳,103,3,1500
贵阳,80,2,2500
贵阳,93,3,1000
贵阳,50,2,1500
贵阳,89,1,1900
贵阳,130,2,7000
贵阳,70,2,2000
贵阳,45,3,1500
贵阳,41,3,1000
贵阳,80,1,1200
贵阳,118,1,1700
贵阳,89,3,2100
贵阳,102,1,1200
贵阳,94,1,1800
贵阳,119,3,2000
贵阳,117,3,2600
贵阳,156,2,16000
贵阳,108.91,2,1000
贵阳,64,1,2000
贵阳,71,2,2200
贵阳,89,3,1600
贵阳,75,3,1300
贵阳,128,3,2800
贵阳,77,2,2200
贵阳,34.4,3,1100
贵阳,97.8,1,2000
贵阳,83,3,1400
贵阳,160,2,5300
贵阳,126,2,3000
贵阳,42,1,1400
贵阳,387.8,2,23300
贵阳,136,1,2500
贵阳,117.13,1,1500
贵阳,280,1,6000
贵阳,60,3,1200
贵阳,108,3,1500
贵阳,102,3,1700
贵阳,95,2,1200
贵阳,118,1,1600
贵阳,295,1,20000
贵阳,100,1,2200
贵阳,145,2,5000
贵阳,50,3,1300
贵阳,127,2,2700
贵阳,92,2,1500
贵阳,109,1,2200
贵阳,61,2,1500
贵阳,100,3,1500
贵阳,50,2,1500
贵阳,86,2,1300
贵阳,41,2,1800
贵阳,51.53,1,2800
贵阳,50,1,1300
贵阳,45,3,1600
贵阳,81,2,1600
贵阳,90,1,2400
贵阳,130,3,2300
贵阳,133.08,2,2000
贵阳,51,2,1700
贵阳,48,1,1300
贵阳,100,2,1400
贵阳,270,3,4000
贵阳,51,2,1600
贵阳,45,3,1600
贵阳,60,1,1280
贵阳,103,1,2800
贵阳,70,1,1400
贵阳,45,1,2300
贵阳,122,2,1800
贵阳,100,3,1900
海口,107,2,5000
海口,105,2,4600
海口,177,2,12000
海口,37,1,4900
海口,46,2,1800
海口,64,1,2200
海口,218,1,8000
海口,206,1,3500
海口,109.29,3,2000
海口,36,2,1600
海口,78,2,4000
海口,58,2,3000
海口,95,3,1650
海口,100,3,1800
海口,236,1,28000
海口,111.86,3,4800
海口,103,1,1600
海口,86,1,2100
海口,117,2,3800
海口,143,2,6500
海口,54,1,1000
海口,103,2,2700
海口,90,2,2600
海口,162,1,5000
海口,50,1,2000
海口,395,3,38888
海口,20,1,2600
海口,30,1,3300
海口,170,2,2600
海口,130,3,2800
海口,80,1,1800
海口,156.92,3,24000
海口,151.55,3,22000
海口,110,3,3000
海口,75,1,3900
海口,110,1,3200
海口,140.8,3,2800
海口,40,3,1200
海口,57.66,1,8000
海口,63,1,5000
海口,188,3,5800
海口,102,2,2500
海口,156,2,4000
海口,85,3,3100
海口,54.83,1,6600
海口,123,2,3300
海口,101.21,2,3000
海口,116,2,2500
海口,94,1,4900
海口,162,3,7500
海口,178,1,4300
海口,102,1,3000
海口,129,3,3200
海口,88,1,2500
海口,140,1,3800
海口,51.5,2,1500
海口,98,1,2500
海口,109,1,2500
海口,108,3,2700
海口,81.78,1,4500
海口,53,2,3000
海口,155,3,2200
海口,100,2,2000
海口,161,1,4500
海口,89,1,2500
海口,159,3,2900
海口,38,3,1300
海口,106,2,2000
海口,60,1,1800
海口,36,1,1300
海口,184,3,8000
海口,72,2,2400
海口,516.64,1,27080
海口,90,2,2200
海口,105,3,4000
海口,410,2,45000
海口,91,1,2600
海口,75,2,2000
海口,74.76,1,5500
海口,70.51,1,5500
海口,89,3,3000
海口,156,1,3000
海口,50,2,2000
海口,160,1,5000
海口,125,2,5800
海口,43,1,2100
海口,70,3,1300
海口,110,2,3500
海口,160,3,8000
海口,100.25,2,2400
海口,32,1,2000
海口,98.99,1,3300
海口,92.92,2,2500
海口,48,2,1700
海口,139,2,5000
海口,100,1,9000
海口,108,1,2200
海口,83.53,3,1200
海口,64,2,3000
海口,124,2,4200
海口,152,1,3500
海口,87,2,2500
海口,38,3,1500
海口,99,2,10000
海口,137.8,2,15000
海口,99,2,10000
海口,74.71,2,3600
海口,70.47,1,1800
海口,121,1,3500
海口,67,1,1500
海口,81.6,1,2300
海口,340,2,16500
海口,94.2,2,8949
海口,94.2,2,8949
海口,94.2,3,8949
海口,110,3,1500
海口,70.47,2,2000
海口,76,3,1300
海口,94.2,3,7536
海口,86.45,1,7000
海口,103,1,1800
海口,60,3,1800
海口,39,2,2600
海口,40,3,1350
海口,40,3,1800
海口,81.64,1,1900
海口,227.02,2,27242
海口,210.1,3,29414
海口,127,2,2600
海口,119,2,10710
海口,90,3,2500
海口,104,2,2600
海口,60,2,1700
海口,86,3,2300
海口,103,2,2800
海口,105,3,2200
海口,86,1,15000
海口,73,1,2000
海口,54,1,1300
海口,80,3,2500
海口,1200,1,120000
海口,193.48,3,25152
海口,53,3,2200
海口,138,3,2800
海口,62.04,3,1800
海口,93,3,2800
海口,160,1,19800
海口,60,2,2500
海口,108.5,1,3700
海口,41.3,3,1300
海口,142,1,4500
海口,131,3,3500
海口,91,2,3700
海口,60,1,1700
海口,72.87,1,1500
海口,83,2,2600
海口,20,2,1280
海口,44,2,3200
海口,110,3,2600
海口,100.28,3,2600
海口,124.85,3,2250
海口,90,1,2500
海口,126,2,1700
海口,107,2,4200
海口,126,1,2600
海口,43.68,3,2000
海口,90,2,2900
海口,120,1,3000
海口,80,2,3200
海口,55,1,2600
海口,89,3,2600
海口,40,3,1400
海口,92.8,2,2200
海口,124,2,2700
海口,146,2,3500
海口,76,3,2200
海口,130,3,4500
海口,103,2,3000
海口,89.71,2,3000
海口,45,2,1600
海口,68,3,1400
海口,110,1,3800
海口,119,2,3200
海口,86.4,3,2500
海口,40,3,1900
海口,90.92,3,2700
海口,138,1,3600
海口,97.13,2,2600
海口,158,2,3500
海口,83,1,2200
海口,132,2,3000
海口,95,2,2200
海口,139,1,4000
海口,38,3,2400
海口,50,3,2300
海口,249,1,10000
海口,93,2,2000
海口,94.19,3,2000
海口,77.46,2,2400
海口,128,2,3000
海口,96.18,3,2300
海口,77.57,2,4500
海口,96,2,1600
海口,32,3,1300
海口,32,1,1700
海口,107.34,2,2500
海口,100,2,3300
海口,166,3,3600
海口,130,2,2500
海口,75,3,2300
昆明,117,1,2200
昆明,117.42,2,3700
昆明,112,2,3500
昆明,102,2,2100
昆明,67.99,2,1400
昆明,107,2,3500
昆明,87,1,1500
昆明,150,2,4800
昆明,89,1,1300
昆明,138,2,4500
昆明,60,3,1500
昆明,99.61,2,2800
昆明,64,1,1450
昆明,126,2,3750
昆明,90,2,1000
昆明,112.45,1,2700
昆明,45,1,1700
昆明,115,2,2300
昆明,120,2,1600
昆明,103,3,1800
昆明,51,1,2900
昆明,90,2,2900
昆明,118,2,1600
昆明,143,2,3100
昆明,130,2,1900
昆明,160,2,4500
昆明,101,3,2100
昆明,160,2,4200
昆明,128,1,2200
昆明,30,2,925
昆明,118,2,1600
昆明,14,3,500
昆明,101,3,2100
昆明,15,3,650
昆明,128,1,2200
昆明,15,2,660
昆明,42,3,1500
昆明,16,3,650
昆明,138,2,2600
昆明,18,1,550
昆明,150,1,4300
昆明,20,2,750
昆明,115,1,2200
昆明,28,3,750
昆明,112,2,2200
昆明,40,2,1550
昆明,98,3,1800
昆明,16,3,500
昆明,67,3,1600
昆明,52,2,3000
昆明,114,1,1600
昆明,20,3,750
昆明,103,1,2700
昆明,20,3,950
昆明,100,2,2000
昆明,23,3,800
昆明,99,1,2100
昆明,18,3,850
昆明,123,1,2500
昆明,18,1,750
昆明,40,2,1600
昆明,100,2,2500
昆明,118,3,1900
昆明,93,2,2800
昆明,123,1,2500
昆明,120,2,2200
昆明,97,2,2200
昆明,83,2,2100
昆明,38,1,1600
昆明,105,2,2400
昆明,89.9,2,1900
昆明,93,2,2800
昆明,77,3,1300
昆明,89,2,2300
昆明,75,1,1500
昆明,112.87,2,2300
昆明,144,2,2500
昆明,106,2,2800
昆明,103,1,2600
昆明,107.08,3,1800
昆明,42,2,1300
昆明,89,2,2600
昆明,52,3,2800
昆明,140,2,8800
昆明,140,2,1700
昆明,107,2,2700
昆明,145,2,2500
昆明,184,2,6300
昆明,64.4,3,1000
昆明,185,2,6800
昆明,132.4,1,5500
昆明,153,2,8600
昆明,38,2,1400
昆明,130,2,3600
昆明,78,3,1500
昆明,126,2,4000
昆明,141,2,2800
昆明,115,2,2700
昆明,76.5,1,1700
昆明,42,2,2200
昆明,42,3,1600
昆明,118,2,3000
昆明,147,2,2400
昆明,160,2,5400
昆明,70,3,1800
昆明,104,3,1700
昆明,99,1,2000
昆明,98,2,2700
昆明,83.06,3,1500
昆明,95,3,1800
昆明,90,3,1800
昆明,42,2,1800
昆明,102,2,3500
昆明,118,2,2800
昆明,120,1,2200
昆明,61,2,2400
昆明,53.34,1,1450
昆明,72,2,2800
昆明,158,2,3200
昆明,126,2,4000
昆明,120,1,2200
昆明,144,2,8000
昆明,71,1,2300
昆明,226,2,11000
昆明,120,2,1800
昆明,50,2,2600
昆明,84,3,1750
昆明,105,2,3200
昆明,146,2,2400
昆明,140,2,7300
昆明,75,1,1700
昆明,115,2,3500
昆明,33,1,1300
昆明,113,2,2300
昆明,89,2,1800
昆明,123,3,1600
昆明,138,2,2000
昆明,82,2,2100
昆明,89.74,3,1500
昆明,110,2,2400
昆明,56,2,2000
昆明,118,2,2900
昆明,141.14,3,2000
昆明,145,2,3800
昆明,96.2,1,1700
昆明,179,2,8800
昆明,168,3,2800
昆明,121.68,3,3000
昆明,140,3,2000
昆明,87.87,1,2200
昆明,101,2,1800
昆明,82,3,1500
昆明,65.6,3,1200
昆明,93.27,2,1800
昆明,66.2,2,900
昆明,168,3,2800
昆明,138,2,2000
昆明,50,3,1100
昆明,68,1,1700
昆明,150,3,3600
昆明,40.1,1,2300
昆明,93,2,1600
昆明,89.6,1,1900
昆明,76,1,1600
昆明,86,1,1400
昆明,115,3,3500
昆明,150,2,2600
昆明,80,2,1200
昆明,42,1,2500
昆明,75,3,1700
昆明,97,1,1650
昆明,146.7,1,2000
昆明,143,3,3500
昆明,170,3,2800
昆明,119,3,2600
昆明,41,1,1100
昆明,25,3,1000
昆明,140,3,1500
昆明,126,2,2200
昆明,64,2,1500
昆明,140,2,3000
昆明,39,1,1400
昆明,67,2,1700
昆明,68,2,2000
昆明,109,2,4300
昆明,171,2,8000
昆明,151,2,3300
昆明,89,2,3200
昆明,87,2,2600
昆明,71,3,1700
昆明,67.6,3,1300
昆明,102,2,3300
昆明,140.75,2,3000
昆明,109,2,2250
昆明,56,3,1750
昆明,25,2,1350
昆明,47,1,1500
昆明,36,3,1600
昆明,88.82,1,2500
昆明,138.74,2,2200
昆明,24,2,850
昆明,56,3,1900
昆明,78,1,2600
昆明,150,3,3800
昆明,38,1,2300
昆明,68,1,3800
昆明,92,3,2000
昆明,115,3,3000
昆明,75,1,1600
昆明,103,1,3500
昆明,133,2,1200
昆明,38.41,3,1400
昆明,60,1,1500
昆明,136.37,1,5455
昆明,285,3,11500
昆明,98,2,3234
昆明,135,1,1500
昆明,142.23,2,2000
昆明,118,2,2800
昆明,75,1,1500
昆明,30,2,1500
昆明,77.9,3,1800
昆明,140,2,1700
昆明,61,2,2400
昆明,270.21,1,3000
昆明,149,2,1900
昆明,94.9,2,1800
昆明,145,2,2500
昆明,88,2,3300
昆明,103,3,1300
昆明,144.5,2,2000
昆明,72,2,2800
昆明,129,3,1500
昆明,105.64,1,800
昆明,132,2,1500
昆明,126,2,4000
昆明,137,2,3300
昆明,89,2,2400
昆明,113,2,2900
昆明,85,2,1500
昆明,35,2,1300
昆明,89,3,2900
昆明,89,2,2000
昆明,120,2,3800
昆明,60,3,1600
昆明,48.15,2,2200
昆明,147.78,1,2600
昆明,36,1,1600
昆明,145,2,3800
昆明,74.44,2,1600
昆明,87.88,3,2200
昆明,160,2,7300
昆明,50,2,1600
昆明,55,2,2300
昆明,179,2,8500
昆明,270,1,3000
昆明,87,1,2300
昆明,99,3,2600
昆明,100,3,2500
昆明,38,3,2500
昆明,89,3,1200
昆明,50,3,1600
昆明,47,1,1500
昆明,179,2,9500
昆明,42,2,1850
昆明,200,1,3000
昆明,118,2,3000
昆明,180,2,5600
昆明,69,3,1300
昆明,78,3,1500
昆明,82,2,2200
昆明,70,1,1500
